COUNTRY,GENDER,AGE,MARITAL,EMPLOYMENT,INCOME,RELG_NOW,SPIRIT_NOW,AFFILIATION,SBS,EDAS,DAQ,LE_Sum,DASS_Sum,EX_Sum,RELBEH_Sum,LOCUS_Sum,SWLS_Sum,GOD_pSum,GOD_nSum
Thailand,2,31,3,1,4,5,5,Buddhist,2.0,2.333333333,5.333333333,45.0,43.0,12,21.0,-6,11.0,24.0,-7.0
Thailand,2,41,3,1,7,6,5,Buddhist,1.5,-0.75,3.733333333,52.0,40.0,10,26.0,-2,8.0,13.0,-5.0
Thailand,1,20,3,1,7,8,8,Buddhist,2.833333333,2.5,7.266666667,50.0,40.0,11,38.0,-1,8.0,28.0,-20.0
Thailand,2,25,1,4,4,0,5,Buddhist,1.166666667,-0.583333333,3.866666667,45.0,54.0,12,5.0,-14,-4.0,0.0,0.0
Thailand,2,17,1,1,7,3,4,Buddhist,1.666666667,0.166666667,4.933333333,56.0,38.0,10,19.0,-8,3.0,21.0,-4.0
Thailand,1,28,3,1,7,4,4,Buddhist,2.0,2.916666667,7.6,57.0,36.0,20,29.0,2,11.0,19.0,0.0
Thailand,2,49,3,1,7,7,6,Buddhist,-0.833333333,-3.916666667,0.533333333,55.0,25.0,6,25.0,-24,2.0,28.0,-16.0
Thailand,1,40,1,"1,7",7,6,6,Buddhist,2.333333333,-1.083333333,5.2,48.0,43.0,13,24.0,-15,1.0,21.0,-13.0
Thailand,2,44,1,1,4,4,4,Buddhist,2.0,0.583333333,4.333333333,45.0,31.0,8,10.0,4,-3.0,7.0,-3.0
Thailand,2,33,3,1,9,7,7,Buddhist,2.166666667,3.166666667,7.266666667,53.0,44.0,16,22.0,0,12.0,24.0,-17.0
Thailand,1,34,3,1,5,5,5,Buddhist,1.666666667,-2.166666667,4.2,50.0,41.0,13,20.0,2,4.0,9.0,-13.0
Thailand,2,35,3,2,7,6,5,Buddhist,0.833333333,-0.083333333,4.333333333,53.0,40.0,11,26.0,0,3.0,15.0,-11.0
Thailand,1,21,1,1,5,5,4,Buddhist,2.0,-4.0,3.466666667,57.0,24.0,9,31.0,-24,11.0,28.0,4.0
Thailand,2,18,2,7,5,4,0,Buddhist,-2.166666667,-0.416666667,4.466666667,50.0,43.0,13,11.0,3,5.0,26.0,-11.0
Thailand,1,48,3,1,5,6,6,Buddhist,0.833333333,-0.583333333,3.6,57.0,47.0,12,17.0,-24,-1.0,11.0,-19.0
Thailand,2,54,2,7,3,7,7,Buddhist,3.333333333,-0.25,4.333333333,51.0,29.0,7,28.0,-14,1.0,7.0,3.0
Indonesia,2,30,1,4,7,4,5,Buddhist,2.833333333,1.833333333,2.133333333,52.0,48.0,14,18.0,1,4.0,15.0,13.0
China,1,23,3,1,6,4,5,Buddhist,1.333333333,2.0,4.933333333,53.0,43.0,9,20.0,3,3.0,2.0,8.0
Thailand,1,22,3,1,8,8,8,Buddhist,2.5,3.5,7.2,54.0,31.0,7,39.0,0,15.0,28.0,-20.0
Thailand,2,24,1,2,4,8,8,Buddhist,2.0,0.0,1.0,46.0,43.0,10,30.0,0,5.0,21.0,14.0
Thailand,2,34,1,1,6,6,6,Buddhist,0.833333333,4.0,7.266666667,55.0,59.0,19,21.0,-18,-15.0,21.0,-7.0
Thailand,1,21,1,1,3,8,5,Buddhist,2.333333333,-2.666666667,3.6,45.0,58.0,18,26.0,-17,-7.0,28.0,-15.0
Thailand,2,19,1,1,5,8,4,Buddhist,0.666666667,0.0,1.2,51.0,35.0,16,34.0,-23,13.0,15.0,0.0
Thailand,1,42,3,1,6,4,4,Buddhist,-1.666666667,-0.25,4.2,50.0,28.0,9,15.0,-24,-1.0,18.0,-10.0
Thailand,2,20,1,7,1,2,1,Buddhist,-1.333333333,4.0,8.0,46.0,69.0,19,13.0,-24,-2.0,0.0,0.0
Thailand,2,40,1,1,4,3,2,Buddhist,0.333333333,-0.333333333,4.866666667,56.0,51.0,11,7.0,-20,1.0,8.0,0.0
Thailand,1,25,1,1,3,5,5,Buddhist,0.0,1.0,1.733333333,55.0,62.0,17,20.0,0,10.0,14.0,14.0
Thailand,1,40,3,1,6,8,8,Buddhist,4.0,-4.0,1.066666667,51.0,32.0,9,32.0,-24,11.0,-28.0,-28.0
Thailand,1,21,1,1,6,8,8,Buddhist,2.666666667,1.75,4.533333333,56.0,30.0,11,9.0,-22,5.0,22.0,5.0
Thailand,1,25,1,2,5,3,3,Buddhist,0.0,0.0,4.0,54.0,54.0,16,20.0,6,0.0,7.0,7.0
Thailand,1,18,1,7,5,2,7,Buddhist,2.833333333,1.25,3.8,57.0,23.0,6,8.0,-24,2.0,0.0,0.0
Thailand,2,42,3,1,6,5,5,Buddhist,2.5,0.916666667,4.533333333,42.0,53.0,13,25.0,11,-3.0,15.0,-3.0
Thailand,1,27,1,1,4,3,3,Buddhist,0.333333333,-0.75,5.533333333,54.0,33.0,10,5.0,-21,10.0,28.0,-14.0
Thailand,2,23,1,4,2,0,6,Buddhist,0.0,0.583333333,1.333333333,52.0,40.0,12,10.0,-24,-15.0,0.0,0.0
Thailand,2,19,1,4,4,5,5,Buddhist,1.666666667,1.0,2.2,52.0,28.0,14,30.0,4,4.0,15.0,-11.0
Thailand,2,45,3,1,6,8,8,Buddhist,2.666666667,-1.5,4.133333333,56.0,35.0,10,21.0,-3,2.0,23.0,-19.0
Thailand,2,60,1,3,6,7,7,Buddhist,2.5,-3.833333333,1.466666667,53.0,40.0,8,16.0,-18,5.0,0.0,0.0
Thailand,2,28,1,1,7,7,7,Buddhist,2.166666667,2.416666667,6.533333333,45.0,67.0,14,31.0,13,9.0,19.0,20.0
Thailand,1,18,1,4,4,4,4,Buddhist,2.166666667,0.0,3.8,57.0,39.0,13,16.0,7,4.0,25.0,-27.0
China,1,29,3,1,7,4,7,Buddhist,-1.5,0.583333333,4.666666667,48.0,60.0,11,11.0,-17,6.0,9.0,-6.0
Thailand,1,38,1,1,5,6,6,Buddhist,1.0,0.0,4.533333333,55.0,30.0,9,20.0,0,-3.0,0.0,0.0
Thailand,2,22,2,1,5,5,4,Buddhist,1.5,2.333333333,5.533333333,53.0,48.0,16,17.0,-16,3.0,24.0,-20.0
China,2,35,3,1,3,1,3,Buddhist,-2.833333333,-1.083333333,4.4,56.0,38.0,9,6.0,-24,-3.0,19.0,-21.0
Thailand,1,43,2,1,6,4,4,Buddhist,1.833333333,-3.916666667,1.0,56.0,47.0,16,26.0,-9,-4.0,28.0,-25.0
China,1,30,3,1,7,8,8,Buddhist,4.0,-2.25,5.666666667,52.0,55.0,14,38.0,15,4.0,28.0,-28.0
China,2,36,5,1,5,1,1,Buddhist,-0.666666667,-2.5,0.466666667,55.0,27.0,7,4.0,-24,-11.0,-28.0,-28.0
China,1,32,3,1,5,4,4,Buddhist,1.833333333,1.333333333,5.866666667,55.0,43.0,12,22.0,1,3.0,8.0,-4.0
USA,1,23,2,7,4,0,5,Buddhist,-2.333333333,-3.0,3.533333333,7.0,32.0,12,2.0,-24,8.0,-26.0,23.0
USA,2,32,2,1,2,6,4,Buddhist,1.666666667,1.166666667,4.466666667,7.0,59.0,19,28.0,5,6.0,11.0,11.0
Brazil,2,30,1,7,2,4,6,Buddhist,0.5,-2.666666667,2.8,52.0,41.0,13,8.0,-10,-2.0,20.0,-7.0
Thailand,1,36,1,1,5,7,8,Buddhist,3.333333333,2.5,6.8,46.0,63.0,21,29.0,-24,-11.0,28.0,-20.0
Thailand,2,49,3,3,6,4,2,Buddhist,1.5,4.0,6.466666667,47.0,42.0,12,19.0,-2,-2.0,19.0,-14.0
Indonesia,1,30,1,2,6,5,6,Buddhist,1.0,2.416666667,5.333333333,55.0,44.0,14,23.0,5,0.0,10.0,-1.0
Thailand,2,21,1,7,6,7,6,Buddhist,2.0,1.166666667,6.6,55.0,41.0,14,18.0,0,11.0,28.0,-12.0
China,1,53,3,3,6,3,1,Buddhist,-1.333333333,-3.25,2.866666667,55.0,30.0,8,12.0,-13,-1.0,1.0,-3.0
China,1,29,1,1,6,4,4,Buddhist,2.833333333,0.166666667,3.266666667,57.0,34.0,12,12.0,0,0.0,28.0,-28.0
USA,1,49,2,5,4,1,8,Buddhist,1.5,0.333333333,4.733333333,14.0,39.0,15,8.0,-12,8.0,4.0,0.0
USA,1,60,1,4,1,7,8,Buddhist,1.833333333,-1.5,3.0,7.0,21.0,13,12.0,-24,-1.0,28.0,-28.0
USA,2,39,3,1,5,4,4,Buddhist,0.0,-4.0,0.0,11.0,33.0,8,8.0,-24,15.0,0.0,0.0
Russia,1,23,1,1,7,1,2,Hindu,1.5,-4.0,1.6,52.0,72.0,17,0.0,-21,-12.0,0.0,-23.0
India,2,40,3,1,5,0,0,Hindu,-3.333333333,-4.0,0.0,54.0,25.0,8,2.0,-24,0.0,26.0,-18.0
India,2,25,1,1,7,6,6,Hindu,2.0,1.75,6.0,55.0,36.0,13,30.0,12,7.0,17.0,-6.0
India,2,22,1,1,6,1,5,Hindu,3.0,-4.0,3.733333333,51.0,38.0,21,23.0,-5,1.0,19.0,18.0
India,2,27,3,1,5,5,7,Hindu,4.0,1.25,4.533333333,48.0,56.0,16,28.0,17,5.0,25.0,0.0
India,2,28,1,1,8,8,7,Hindu,3.666666667,2.166666667,4.133333333,49.0,41.0,15,38.0,22,12.0,27.0,-8.0
India,1,48,3,1,7,8,8,Hindu,2.833333333,3.333333333,7.133333333,56.0,65.0,24,35.0,20,11.0,15.0,17.0
India,1,49,3,1,9,7,4,Hindu,-1.5,-3.333333333,0.466666667,55.0,37.0,8,27.0,17,7.0,19.0,-22.0
India,1,27,1,1,9,6,6,Hindu,3.0,3.166666667,7.466666667,53.0,30.0,8,15.0,8,4.0,13.0,-2.0
India,1,37,3,1,6,6,6,Hindu,3.666666667,0.25,4.4,50.0,38.0,12,15.0,-14,4.0,20.0,-28.0
India,1,25,3,1,8,7,6,Hindu,2.666666667,2.25,2.133333333,56.0,40.0,13,28.0,11,8.0,20.0,18.0
India,2,39,3,2,7,5,5,Hindu,1.5,0.583333333,5.733333333,56.0,41.0,11,26.0,13,4.0,10.0,2.0
India,2,26,1,1,6,7,6,Hindu,2.0,0.0,5.333333333,56.0,50.0,14,30.0,0,1.0,1.0,0.0
India,1,36,3,1,6,4,7,Hindu,2.0,-3.833333333,3.666666667,50.0,37.0,15,18.0,-10,4.0,21.0,-21.0
India,2,28,3,1,5,1,3,Hindu,2.833333333,2.166666667,2.533333333,57.0,33.0,18,27.0,10,10.0,25.0,9.0
India,1,34,1,1,5,8,6,Hindu,-0.666666667,0.416666667,3.4,55.0,72.0,21,23.0,-11,-12.0,7.0,-17.0
India,1,21,1,1,7,6,7,Hindu,-1.333333333,-3.25,2.0,53.0,50.0,9,13.0,-12,2.0,20.0,-18.0
India,2,20,1,4,3,3,2,Hindu,1.166666667,1.416666667,4.866666667,57.0,49.0,10,20.0,1,5.0,15.0,9.0
India,2,28,1,1,5,0,0,Hindu,0.0,1.166666667,4.066666667,51.0,39.0,7,7.0,-2,7.0,5.0,3.0
India,1,25,3,1,7,2,2,Hindu,1.0,0.0,5.133333333,52.0,52.0,20,10.0,-5,-9.0,7.0,5.0
India,2,35,3,1,8,7,7,Hindu,3.0,1.833333333,5.8,55.0,30.0,13,27.0,0,14.0,24.0,7.0
India,1,32,1,1,7,5,4,Hindu,2.666666667,3.916666667,8.0,54.0,47.0,19,20.0,24,11.0,26.0,4.0
India,2,28,3,1,7,7,6,Hindu,2.833333333,-2.5,0.8,53.0,35.0,17,30.0,-7,11.0,25.0,-12.0
India,2,30,3,1,5,8,5,Hindu,1.333333333,1.75,5.866666667,52.0,34.0,23,37.0,-1,-1.0,28.0,-20.0
India,1,32,3,2,5,2,6,Hindu,3.0,1.0,0.733333333,58.0,35.0,8,25.0,-4,11.0,20.0,13.0
India,2,29,3,1,5,7,7,Hindu,3.5,0.583333333,3.4,55.0,51.0,10,38.0,11,10.0,8.0,16.0
India,2,49,3,2,6,4,6,Hindu,2.833333333,-0.166666667,3.4,49.0,63.0,13,23.0,19,-2.0,28.0,-23.0
India,2,26,2,2,7,6,6,Hindu,4.0,-3.916666667,1.133333333,50.0,36.0,13,34.0,-12,11.0,28.0,-28.0
India,1,22,1,1,10,8,8,Hindu,4.0,-2.666666667,0.533333333,48.0,44.0,24,39.0,-16,15.0,28.0,21.0
India,1,27,1,1,7,7,6,Hindu,2.5,-0.083333333,5.466666667,57.0,50.0,17,25.0,24,8.0,14.0,-28.0
India,2,23,1,1,5,3,3,Hindu,3.0,2.25,5.0,55.0,43.0,13,17.0,1,1.0,20.0,16.0
India,1,30,3,1,6,6,6,Hindu,2.0,2.166666667,6.066666667,53.0,32.0,22,27.0,9,7.0,14.0,2.0
India,2,58,3,1,8,7,7,Hindu,3.0,2.833333333,6.8,53.0,38.0,16,37.0,13,12.0,12.0,7.0
India,2,30,3,1,7,8,5,Hindu,2.666666667,2.416666667,4.666666667,48.0,52.0,18,29.0,22,-3.0,20.0,-27.0
India,1,22,1,2,5,4,3,Hindu,2.5,-0.916666667,3.733333333,44.0,50.0,17,25.0,5,-8.0,16.0,7.0
India,2,40,3,1,7,6,7,Hindu,3.333333333,1.166666667,5.466666667,55.0,33.0,17,27.0,10,8.0,16.0,4.0
India,2,37,2,1,6,3,0,Hindu,3.0,-3.5,1.4,49.0,36.0,11,8.0,-24,1.0,22.0,-11.0
India,2,40,3,1,5,8,6,Hindu,2.5,0.0,0.133333333,55.0,25.0,6,25.0,4,3.0,28.0,2.0
India,2,34,3,1,7,0,0,Hindu,0.5,1.0,4.0,55.0,43.0,11,8.0,0,8.0,13.0,14.0
India,2,28,3,1,7,7,6,Hindu,1.5,1.25,5.933333333,50.0,32.0,10,27.0,0,-4.0,13.0,-5.0
India,2,41,3,1,6,6,5,Hindu,3.166666667,4.0,7.333333333,51.0,37.0,10,29.0,18,8.0,26.0,15.0
India,1,27,3,1,7,1,1,Hindu,2.0,-2.666666667,0.133333333,53.0,55.0,12,18.0,0,-7.0,12.0,-6.0
India,1,26,1,1,3,6,2,Hindu,2.333333333,-0.166666667,3.4,56.0,41.0,19,17.0,8,-5.0,4.0,-11.0
India,2,45,3,1,10,6,7,Hindu,3.833333333,-3.666666667,1.266666667,54.0,24.0,7,35.0,-3,14.0,28.0,-28.0
India,1,25,3,2,5,4,4,Hindu,2.0,-1.083333333,2.4,52.0,39.0,9,27.0,12,7.0,12.0,-10.0
India,2,19,1,5,4,2,4,Hindu,0.166666667,-3.333333333,0.333333333,58.0,29.0,9,7.0,-2,0.0,-1.0,-3.0
India,2,39,3,1,6,4,6,Hindu,-0.333333333,3.166666667,4.533333333,52.0,41.0,15,7.0,-17,9.0,21.0,-10.0
India,1,51,3,7,5,8,6,Hindu,1.666666667,-1.833333333,2.666666667,54.0,35.0,9,16.0,8,8.0,25.0,-28.0
India,1,21,3,1,3,6,6,Hindu,1.333333333,-3.75,0.133333333,52.0,47.0,16,18.0,-11,4.0,16.0,3.0
India,2,29,3,1,6,5,6,Hindu,2.833333333,-2.916666667,3.533333333,50.0,44.0,12,19.0,8,-1.0,23.0,1.0
India,2,38,3,1,8,7,7,Hindu,3.666666667,0.25,3.866666667,56.0,35.0,22,36.0,14,11.0,25.0,-16.0
India,1,31,3,1,5,4,4,Hindu,0.0,-2.916666667,3.8,54.0,43.0,14,18.0,4,-7.0,15.0,-9.0
India,1,35,3,2,6,6,6,Hindu,2.333333333,-3.583333333,2.8,54.0,30.0,11,32.0,23,11.0,18.0,5.0
India,2,21,1,5,6,1,0,Hindu,-3.0,-3.583333333,1.6,52.0,47.0,18,1.0,-15,0.0,24.0,-8.0
India,2,44,3,1,9,7,7,Hindu,0.333333333,-2.333333333,0.866666667,51.0,35.0,8,26.0,11,2.0,24.0,-1.0
India,2,21,1,7,2,7,6,Hindu,3.0,0.0,1.0,58.0,25.0,7,35.0,0,5.0,5.0,1.0
India,2,30,1,1,4,0,8,Hindu,-3.0,-4.0,0.0,54.0,28.0,7,2.0,-24,13.0,-28.0,-28.0
India,2,37,3,1,7,7,7,Hindu,2.0,-4.0,0.0,56.0,43.0,5,30.0,12,14.0,20.0,13.0
India,2,39,3,1,5,7,7,Hindu,3.333333333,0.0,3.666666667,51.0,29.0,12,35.0,18,5.0,28.0,-20.0
India,2,54,3,1,6,1,1,Hindu,0.166666667,-3.166666667,3.133333333,52.0,26.0,11,7.0,-18,8.0,28.0,-28.0
India,2,35,3,1,7,5,4,Hindu,2.0,2.75,4.4,53.0,24.0,7,26.0,-4,13.0,28.0,-28.0
India,2,24,1,4,4,3,1,Hindu,1.666666667,-3.333333333,2.466666667,56.0,32.0,12,8.0,12,-11.0,6.0,-15.0
India,2,23,1,1,4,3,5,Hindu,1.166666667,0.333333333,3.8,56.0,33.0,13,15.0,2,4.0,9.0,5.0
India,1,41,3,2,6,6,2,Hindu,3.0,3.0,5.4,56.0,39.0,10,20.0,-12,2.0,28.0,-9.0
India,1,33,3,1,8,8,6,Hindu,2.0,1.166666667,5.133333333,54.0,32.0,15,31.0,19,10.0,11.0,-23.0
Indonesia,2,51,3,1,7,5,5,Hindu,3.833333333,-4.0,0.066666667,55.0,27.0,7,34.0,21,11.0,28.0,-16.0
India,2,38,3,1,9,8,6,Hindu,1.166666667,-0.416666667,0.6,55.0,29.0,7,31.0,0,8.0,6.0,-3.0
USA,2,33,2,1,5,2,3,Hindu,0.333333333,0.583333333,4.6,5.0,41.0,16,4.0,-12,3.0,16.0,0.0
India,1,31,5,2,6,0,7,Hindu,2.0,-4.0,0.0,51.0,56.0,16,22.0,-12,-3.0,8.0,10.0
India,1,32,3,1,9,4,5,Hindu,1.0,3.416666667,6.733333333,57.0,63.0,10,35.0,19,11.0,24.0,24.0
India,1,30,3,4,5,6,5,Hindu,4.0,-4.0,0.6,55.0,53.0,13,20.0,24,-3.0,28.0,-28.0
India,2,19,1,5,7,4,4,Hindu,0.166666667,-0.916666667,2.466666667,58.0,41.0,12,9.0,-4,3.0,20.0,3.0
India,2,33,3,1,7,3,4,Hindu,1.5,0.0,1.2,55.0,34.0,13,12.0,18,9.0,21.0,3.0
India,1,24,1,4,5,8,4,Hindu,3.0,-2.583333333,2.2,51.0,33.0,14,22.0,0,-4.0,0.0,0.0
India,1,27,1,1,6,6,6,Hindu,2.0,2.0,5.2,55.0,49.0,24,27.0,0,6.0,28.0,26.0
India,1,32,3,5,6,8,6,Hindu,3.0,4.0,8.0,50.0,37.0,14,16.0,12,1.0,28.0,-28.0
India,1,32,3,2,8,6,6,Hindu,1.5,0.75,2.133333333,58.0,34.0,11,21.0,14,5.0,16.0,2.0
India,2,19,1,1,8,8,7,Hindu,3.5,2.25,6.266666667,53.0,34.0,14,38.0,11,13.0,22.0,4.0
India,2,54,3,1,5,7,0,Hindu,3.5,-1.416666667,1.733333333,47.0,57.0,19,18.0,8,1.0,20.0,-4.0
India,2,27,3,1,7,4,5,Hindu,-0.5,0.166666667,5.533333333,58.0,31.0,16,20.0,6,-2.0,15.0,-17.0
India,1,32,3,1,6,8,7,Hindu,2.666666667,-4.0,0.2,53.0,26.0,11,31.0,11,11.0,28.0,-16.0
India,1,31,3,1,7,6,5,Hindu,1.333333333,-0.75,5.0,51.0,42.0,15,24.0,9,2.0,13.0,10.0
India,2,19,1,2,6,6,7,Hindu,3.833333333,3.5,6.066666667,53.0,36.0,16,31.0,16,1.0,28.0,-19.0
India,1,24,3,1,5,5,5,Hindu,1.333333333,-4.0,1.533333333,56.0,34.0,6,22.0,0,8.0,20.0,0.0
India,2,25,1,1,7,4,3,Hindu,3.666666667,-2.166666667,1.533333333,53.0,38.0,11,28.0,14,4.0,15.0,0.0
India,2,36,1,1,6,4,5,Hindu,-2.166666667,0.333333333,4.066666667,55.0,40.0,18,3.0,-17,0.0,17.0,9.0
India,2,18,1,2,4,5,8,Hindu,0.333333333,-4.0,0.533333333,57.0,31.0,13,24.0,-8,0.0,28.0,-28.0
India,2,58,3,1,7,7,7,Hindu,3.666666667,-3.666666667,1.266666667,52.0,31.0,8,36.0,20,7.0,28.0,-26.0
India,1,49,3,1,6,5,5,Hindu,3.333333333,-0.25,1.8,52.0,33.0,11,34.0,24,14.0,22.0,-18.0
India,2,35,1,2,7,4,8,Hindu,4.0,-4.0,0.0,45.0,50.0,25,30.0,12,-12.0,28.0,-12.0
India,2,35,3,1,7,6,7,Hindu,-0.333333333,-3.333333333,0.866666667,48.0,31.0,14,27.0,-16,9.0,19.0,-12.0
India,2,26,3,1,6,5,5,Hindu,2.666666667,1.0,3.666666667,46.0,40.0,17,19.0,10,3.0,14.0,6.0
India,1,32,3,2,6,6,3,Hindu,2.5,-4.0,0.733333333,57.0,30.0,8,22.0,17,-8.0,28.0,-28.0
India,2,25,3,1,10,5,6,Hindu,4.0,0.0,3.533333333,54.0,21.0,5,15.0,24,5.0,28.0,-12.0
India,2,47,3,1,6,8,8,Hindu,3.333333333,-4.0,1.866666667,51.0,25.0,9,30.0,14,6.0,28.0,-24.0
Thailand,2,30,1,1,8,8,8,Hindu,4.0,-4.0,0.8,50.0,23.0,12,13.0,24,12.0,28.0,28.0
India,2,75,3,3,4,6,6,Hindu,2.5,-4.0,1.4,50.0,26.0,7,28.0,12,8.0,26.0,-21.0
India,2,28,3,1,5,0,0,Hindu,1.333333333,-1.833333333,2.6,55.0,28.0,8,2.0,-20,3.0,3.0,-12.0
India,2,40,1,1,5,7,2,Hindu,1.0,-3.666666667,3.533333333,55.0,32.0,13,20.0,-7,2.0,21.0,-24.0
India,2,24,1,2,4,8,7,Hindu,1.5,0.25,2.533333333,52.0,47.0,16,26.0,19,12.0,13.0,14.0
India,2,35,3,1,7,5,3,Hindu,1.833333333,-4.0,0.333333333,56.0,30.0,7,17.0,5,8.0,7.0,0.0
India,2,26,1,1,4,1,3,Hindu,-0.333333333,-3.583333333,0.866666667,53.0,33.0,13,1.0,-24,-1.0,-28.0,-28.0
India,2,37,3,1,8,6,6,Hindu,3.333333333,-3.416666667,1.4,46.0,25.0,10,34.0,15,12.0,25.0,-18.0
India,2,29,3,1,8,4,4,Hindu,2.666666667,0.5,3.866666667,51.0,46.0,12,18.0,14,9.0,20.0,12.0
India,2,26,1,1,5,3,2,Hindu,-0.5,2.583333333,5.0,53.0,55.0,21,4.0,1,-6.0,4.0,0.0
USA,1,29,1,1,6,4,4,Hindu,0.0,0.0,4.0,10.0,56.0,13,20.0,0,0.0,3.0,0.0
India,2,36,3,1,8,8,8,Hindu,4.0,-3.75,0.6,50.0,34.0,12,32.0,20,-3.0,24.0,-21.0
Russia,1,30,3,2,7,5,5,Hindu,3.666666667,-1.25,4.133333333,55.0,36.0,11,18.0,-5,3.0,11.0,-10.0
India,2,33,1,1,7,8,8,Hindu,3.666666667,-4.0,0.0,56.0,25.0,11,19.0,-7,-9.0,14.0,9.0
India,2,38,3,1,5,7,8,Hindu,4.0,0.833333333,5.533333333,52.0,73.0,17,28.0,14,9.0,27.0,-13.0
India,2,22,1,1,7,7,2,Hindu,1.833333333,-3.916666667,0.4,55.0,39.0,8,12.0,-4,7.0,12.0,-4.0
India,2,31,1,1,6,5,2,Hindu,1.666666667,-1.25,5.0,53.0,29.0,11,7.0,4,-5.0,14.0,2.0
India,2,31,3,1,4,3,2,Hindu,1.333333333,-0.916666667,1.733333333,57.0,34.0,10,28.0,6,6.0,19.0,-6.0
India,2,32,3,1,4,5,3,Hindu,0.0,-0.416666667,4.0,57.0,50.0,12,5.0,0,3.0,0.0,0.0
India,2,34,3,1,6,5,5,Hindu,4.0,-4.0,0.0,57.0,23.0,10,34.0,24,4.0,28.0,-4.0
India,2,20,3,1,7,6,6,Hindu,1.666666667,2.833333333,6.333333333,55.0,47.0,14,30.0,6,-10.0,12.0,-21.0
India,2,29,3,1,5,0,0,Hindu,2.333333333,-0.25,3.733333333,55.0,53.0,17,13.0,-18,1.0,27.0,16.0
India,2,22,1,1,6,6,5,Hindu,2.5,3.083333333,4.466666667,54.0,47.0,22,16.0,4,0.0,10.0,4.0
India,2,35,3,1,8,0,0,Hindu,-3.333333333,-2.0,2.666666667,55.0,42.0,15,0.0,-24,13.0,-28.0,-28.0
India,2,26,2,1,7,4,2,Hindu,0.666666667,-3.25,3.2,52.0,40.0,15,13.0,12,2.0,6.0,9.0
India,2,18,1,5,6,0,0,Hindu,0.0,0.0,0.0,58.0,21.0,5,0.0,0,-1.0,0.0,0.0
India,1,52,3,1,7,7,7,Hindu,3.166666667,-4.0,0.0,50.0,21.0,7,35.0,18,15.0,28.0,-24.0
India,2,22,1,1,7,7,7,Hindu,1.833333333,-1.916666667,1.066666667,58.0,28.0,9,25.0,-3,9.0,20.0,-17.0
India,1,24,1,1,6,7,7,Hindu,1.666666667,-1.75,1.666666667,52.0,47.0,16,23.0,9,0.0,21.0,-5.0
India,2,47,3,1,6,5,5,Hindu,0.333333333,-1.666666667,3.666666667,53.0,34.0,11,20.0,-19,5.0,23.0,-22.0
India,2,48,3,2,6,4,4,Hindu,0.666666667,-2.166666667,4.133333333,49.0,36.0,13,21.0,23,-10.0,23.0,-15.0
India,1,32,3,2,8,7,2,Hindu,2.666666667,3.083333333,5.266666667,47.0,42.0,10,27.0,-13,10.0,24.0,-11.0
India,1,37,3,1,9,0,0,Hindu,1.5,-1.083333333,0.933333333,51.0,30.0,7,10.0,-24,13.0,15.0,1.0
India,2,26,1,"5,7",6,5,7,Hindu,4.0,-4.0,0.333333333,52.0,38.0,10,27.0,20,8.0,28.0,-28.0
India,2,42,3,1,6,6,6,Hindu,1.0,0.833333333,4.4,57.0,33.0,12,20.0,7,9.0,12.0,-6.0
India,2,35,3,1,5,6,7,Hindu,2.666666667,-4.0,2.666666667,50.0,33.0,11,34.0,-3,11.0,0.0,-14.0
India,1,24,1,4,6,5,5,Hindu,3.0,-2.083333333,1.266666667,58.0,34.0,8,22.0,20,13.0,27.0,19.0
India,1,23,1,1,6,6,8,Hindu,3.0,-1.333333333,5.533333333,56.0,57.0,18,34.0,7,7.0,28.0,-19.0
India,2,46,5,1,4,6,5,Hindu,3.0,3.5,6.266666667,54.0,45.0,13,26.0,24,3.0,28.0,-16.0
India,1,35,3,2,7,6,4,Hindu,1.166666667,-0.166666667,4.4,52.0,51.0,15,17.0,4,-9.0,19.0,5.0
India,2,23,1,2,5,1,5,Hindu,0.5,0.666666667,3.266666667,53.0,27.0,7,4.0,0,11.0,28.0,-6.0
India,1,39,1,1,8,7,7,Hindu,1.0,1.083333333,6.666666667,57.0,26.0,5,40.0,15,13.0,16.0,13.0
India,2,64,3,3,5,4,6,Hindu,2.0,1.083333333,3.066666667,48.0,29.0,9,6.0,0,-7.0,21.0,-24.0
India,2,24,1,4,2,7,7,Hindu,2.0,-3.5,1.0,53.0,31.0,14,22.0,5,-5.0,12.0,3.0
India,2,39,3,1,7,6,6,Hindu,2.833333333,-3.916666667,0.933333333,46.0,26.0,6,31.0,6,4.0,24.0,-11.0
India,2,29,1,1,5,7,3,Hindu,2.666666667,0.416666667,2.933333333,53.0,25.0,6,22.0,13,3.0,18.0,-24.0
Indonesia,1,43,3,1,7,2,2,Hindu,0.333333333,-1.5,4.533333333,42.0,46.0,14,6.0,-24,12.0,28.0,4.0
USA,1,35,3,2,8,4,4,Hindu,1.0,0.0,4.0,5.0,27.0,10,18.0,-6,10.0,21.0,-28.0
USA,2,32,3,2,6,6,6,Hindu,1.166666667,-1.583333333,1.866666667,3.0,28.0,11,30.0,9,9.0,12.0,-14.0
Russia,1,36,2,1,5,3,3,Muslim,3.0,1.75,1.4,56.0,48.0,17,0.0,5,9.0,0.0,0.0
Turkey,1,91,2,1,8,5,8,Muslim,4.0,4.0,8.0,48.0,61.0,15,21.0,20,-14.0,28.0,16.0
